SurveyID,Year,Date,Round,Time1,Obs1,Obs2,RouteName,SunTime,SiteName,PointOrder,PointID,Treatment,WindSpeed,WindDir,Temp,SkyCode,NoiseLevel,NoiseCode,NoiseNotes,StartTime,SpeciesTargetWetland,SpeciesinArea,Notes,ImageID,DataCheckDate,DataEntryNotes
842,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,1,EVS1,Spray,2.3,W,72,1,NA,2,FROGS,715,"VEER, EAPH, RWBL, COGR, COYE, BARS, MAWR, RNDU, TRES, YEWA","RURG, BWTE",NA,NONE,NH 2/20/17,NONE
843,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,2,EVS2,Spray,1.6,NW,71.3,1,NA,2,FROGS,739,"RWBL, RNDU, GWTE, CCSP, YEWA, COYE, SWSP",MODO,"walked to inner levee, new point ""Inner PT2""",NONE,NH 2/20/17,NONE
844,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,3,EVS3,Spray,3,W,70,1,NA,2,FROGS,800,"RWBL, WIFL, MAWR, COYE, YEWA, BWTE","MODO, RUFG, VEER","bird with yellowish, wing bars, eye ring, w spider web for nest. Flushed BWTE off nest on levee (11 eggs!)",NONE,NH 2/20/17,NONE
845,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,4,EVS4,Spray,1.4,W,71.2,1,NA,3,FROGS,819,"RWBL, MAWR, TRES, RNDU, COYE, YEWA",MODO,we did a PM R2 survey at Eckvoll on 5 June 2016 NH and PR with Andy Forbes and Anna Sidies; it was too windy. These data should be used as official survey,NONE,NH 2/20/17,NONE
846,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,5,EVC5,Control,0,0,63.6,0,NA,2,FROGS,2043,"RWBL, MAWR, BAOR, COGR, YEWA","MODO, CAGO, 5 TRUS flyover",broadcast to S,NONE,NH 2/20/17,NONE
847,2016,6/7/2016,2,PM,NH,0,Eckvoll,2122,Eckvoll,6,EVC6,Control,0,0,62.7,0,NA,2,FROGS,2112,"YEWA, BWTE, MAWR, RWBL, GRCA",NONE,flushed BWTE hen off nest nearby 12 eggs. Broadcast to N. beaver scaring me! On walk back TRUS pair with 4 (maybee 5) young! BUFF,NONE,NH 2/20/17,NONE
848,2016,6/3/2016,2,PM,PR,0,Roseau River West,2121,Roseau River West,1,RWC9,Control,6.2,W,67.5,0,38,0,NA,1940,"RWBL, MAWR, RNDU",NONE,NA,NONE,NH 2/18/17,NONE
849,2016,6/3/2016,2,PM,PR,0,Roseau River West,2121,Roseau River West,2,RWC10,Control,3.6,W,67.1,0,33,0,NA,2020,"RWBL, MAWR, SWSP, RNDU, COYE","EAME, CAGO, VEER, AMRO",NA,NONE,NH 2/18/17,NONE
850,2016,6/3/2016,2,PM,PR,0,Roseau River West,2121,Roseau River West,3,RWS11,Spray,2.4,W,64.2,0,34,1,MOSQUITOS,2050,"RWBL, COYE, AMPE, TRUS, MAWR, TRES",COYE,difficult to distinguish AMBIs. Most likely more than I could detect. Holy AMBI!,NONE,NH 2/18/17,NONE
851,2016,6/3/2016,2,PM,PR,0,Roseau River West,2121,Roseau River West,4,RWS12,Spray,1.4,W,59.2,0,38,0,NA,2124,"RWBL, CAGO, MAWR, BWTE, SWSP","SOSP, CAGO, COYE",NA,NONE,NH 2/18/17,NONE
852,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,1,THS1,Spray,5.1,W,68.6,0,44,0,NA,1840,"RWBL, CAGO, BASW, BWTE","COYE, TRSW, MAWR, gull sp.",NA,NONE,NH 2/17/17,NONE
853,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,2,THC2,Control,2.3,W,76.4,0,47,2,frogs directly in front of me calling throughout survey,1917,"COGR, MAWR, COYE, RWBL, NSHO","CAGO, RUGR",NA,NONE,NH 2/17/17,NONE
854,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,3,THC3,Control,0,0,74.4,0,42,1,WISN,1942,"SWSP, COYE, CEWR, WIFL","VEER, YEWA, LEFL, SACR, gull sp.",NA,NONE,NH 2/17/17,NONE
855,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,4,THS4,Spray,0,0,63.9,0,67,3,CAGO and frogs,2005,"CAGO, RWBL, BWTE, BASW, WODU, YEWA, MALL, NSHO, SBDO","BCNH, COYE",NA,NONE,NH 2/17/17,NONE
856,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,5,THC6,Control,0,0,69.5,0,49,0,NA,2038,"RWBL, CAGO, YEWA, MAWR","AMPE, LETE, gull sp.",NA,NONE,NH 2/17/17,NONE
857,2016,6/2/2016,2,PM,PR,0,Thief Lake,2117,Thief Lake,6,THS8,Spray,0.9,W,62.7,0,65,2,frogs,2120,"RWBL, SEWR, SOSP, BWTE, COYE","CAGO, AWPE",NA,NONE,NH 2/17/17,NONE
860,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,1,ELC1,Control,9.6,W,65.2,0,40,0,NA,1829,"BWTE, CADW, TRSW, YEWA, COYE, WIFL, RWBL, CAGO",NONE,NA,NONE,NONE,NONE
861,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,2,ELC2,Control,7.1,N,64.9,0,42,1,WIND,1858,"NSHO, RWBL, CCSP, MAWR, BWTE, CAGO, SOSP, COYE",NONE,NA,NONE,NONE,NONE
862,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,3,ELS3,Spray,3.6,N,65.2,0,48,1,FROGS,1937,"MAWR, MALL, RWBL","CCSP, COYE, VEER","noticable difference between control points 1,2 and first spray in regards to abundance/diversity of birds!",NONE,NONE,NONE
863,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,4,ELS4,Spray,4.8,W,64.7,0,35,0,NA,2011,"MAWR, RWBL, RUDU",NONE,NA,NONE,NONE,NONE
864,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,5,ELS5,Spray,2.8,W,62.8,0,34,0,NA,2033,NONE,"COYE, MODO, TRES, SOSP, VEER",NA,NONE,NONE,NONE
865,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,6,ELS6,Spray,2.8,W,61.3,0,41,0,NA,2051,"TRES, MAWR, RWBL, COYE, MALL, REDH, ducks","YEWA, MODO",NA,NONE,NONE,NONE
866,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,7,ELC7,Control,1.2,W,58.4,0,40,0,NA,2115,"CCSP, NCHO, RWBL, MODO, COYE, YEWA, VEER, SOSP",NONE,NA,NONE,NONE,NONE
867,2016,6/7/2016,2,PM,PR,0,Elm Lake,2122,Elm Lake,8,ELC8,Control,0,0,56.3,0,37,0,NA,2137,"COYE, MAWR, MODO, RWBL, SOSP, AWPE, LEFL, CCSP",NONE,NA,NONE,NONE,NONE
1000,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,1,ELC1,Control,5.3,N,72.1,0,46,1,birdy,1832,"CAGO, RWBL, MALL, TRES, BWTE",AWPE,"BLTE, PBGR at Farmes Pool WCS overlook",NONE,,NH 12/10/17
1001,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,2,ELC2,Control,6.3,N,73.4,0,55,1,"wind in my face, frogs",1858,"RWBL, COYE, MAWR, BWTE, CAGO","CAGO, RNGR, TRSW, BUFF, RNDU",frogs calling. Muskrat,,,
1002,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,3,ELS3,Spray,3,NW,73.1,0,37,1,slight wind. Frogs,1938,"MALL, RWBL, BWTE, MAWR, NOHA, TRSW, RWBL, FOTE","TRSW, BUFF","NOHA cruising right in front of me, min 6, then set down in marsh, up again. RWBL swooping at TRSW, as they calmly duck down",,,
1003,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,4,ELS4,Spray,1.4,NW,73.2,0,36,1,breeze,2010,"RNDU, MAWR, COYE",,out to levee,,,
1004,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,5,ELS5,Spray,1.3,,72.6,0,36,0,NA,2043,"BUFF, KILL, MAWR, YEWA, COGR, RWBL","CAGO, MODO",no YHBL. Otter! Walked in to levee,,,
1005,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,6,ELS6,Spray,0,0,67.2,0,35,0,quiet,2111,"CAGO, BWTE, MAWR, RWBL",MODO,2 otters! walked out on levee,,,
1006,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,7,ELC7,Control,0,0,61.1,0,34,0,NA,2131,"MAWR, YEWA, GRCA, VEER",VEER,,,,
1007,2017,5/31/2017,2,PM,NH,0,Elm Lake,2114,Elm Lake,8,ELC8,Control,0,0,61.9,0,38,0,FROGS,2149,"COYE, RWBL, CONI, MAWR, COLO","CAGO, TRSW",very clear and still. Broadcast sound so loud. Survey from road.,,,
1008,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,1,EPC1,Control,0,0,44.8,0,38,1,birdy,517,"EAKI, RNDU, BWTE, CORA, MODO, CAGO, RWBL, MAWR","RUGR, TRSW, SACR, EAPH",very still and quiet,,,NH 1/3/2018
1009,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,2,EPC2,Control,0,0,48.2,0,36,0,NA,559,"MAWR, RWBL, MALL, CAGO, YEWA, TRSW","RUGR, GRCA",surveyed from EPC2 (not EPC north) southern 2 of points,,,
1010,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,3,EPC3,Control,0.6,W,53.1,0,37,1,CAGO colony start honking facing N @ min 6 - min 8 flying N,627,"RNDU, MAWR, AMRO, YEWA, RWBL, MODO, TRES","MODO, CAGO, TRSW, COLO, VEER",NONE,,,
1011,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,4,EPS4,Spray,1.7,W,57.8,0,40,1,CAGO,648,"COLO, RWBL, YEWA, MAWR, SEWR, RNDU, MALL",CAGO,NONE,,,
1012,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,5,EPS5,Spray,2.1,W,57.7,0,39,1,CAGO,710,"CAGO, RNDU, RWBL, MAWR","TRSW, AWPE, SACR",cattail all mashed,,,
1013,2017,6/1/2017,2,AM,NH,0,East Park,528,East Park,6,EPC6,Control,2.5,W,59,0,35,0,NA,730,"YEWA, MAWR, RWBL, SACR","RUGR, AMRO, SACR, CAGO, VEER",NONE,,,
1014,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,1,PBC1,Control,6.8,S,80.8,1,42,1,WIND,1840,"NOHA, MAWR, RWBL, YEWA",NONE,facing SOUTH,,,
1015,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,2,PBC2,Control,3.1,S,78.3,0,40,1,"SACR, WIND",1906,"MAWR, MALL, TRES, COYE, RWBL",SACR,5+2 SACR in field near point. Upland here burned this spring,,,
1016,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,3,PBC3,Control,6.2,S,77.4,0,49,2,WIND,1925,"VEER, YEWA, GRCA, COYE, MAWR, RWBL",WODU,,,,
1017,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,4,PBC4,Control,4.4,S,76.1,0,45,1,WIND,1948,"SACR, BOBO, CAGO, MALL, RWBL, COYE, MAWR",NONE,"2 SACR acting nesty, must have young hiding nearby",,,
1018,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,5,PBS5,Spray,3.7,S,73,0,47,1,WIND,2018,"SACR, RWBL, YEWA, MAWR, COYE",NONE,definite different in color of residual typha in spray zone. See photos.,,,
1019,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,6,PBS6,Spray,3.3,E,70.3,0,45,1,FROGS,2039,"RWBL, MALL, CAGO, YEWA, COYE, MAWR, MODO, MALL",SACR,from point 6 (not 6 ACT),,,
1020,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,7,PBS7,Spray,5.1,E,68.2,0,54,2,FROGS,2105,"CAGO, RWBL, KILL",SACR,facing south. Car passed right at SORA wh. VIRA moved so close to me!,,,
1021,2017,6/1/2017,2,PM,NH,0,Pembina,2116,Pembina,8,PBS8,Spray,5,0,67.8,0,37,1,FROGS,2134,"MAWR, KILL, RWBL",CAGO,facing south. VIRA calling the whole time,,,
1022,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,1,EVS1,Spray,1.5,NW,45.1,0,35,1,CAGO,533,"TRSW, RWBL, BARS, MALL, CAGO, SACR, SPSA, COYE","VEER, KILL","late start, detour and navigation error",,,
1023,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,2,EVS2,Spray,2.5,NW,42.8,0,36,1,distant CAGO,552,"COYE, CAGO, YEWA, EAPH, RWBL","MODO, SACR, AMGO","this point from road, not levee",,,
1024,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,3,EVS3,Spray,3.8,NW,44.6,NA,NA,1 0,NA,622,"REDH, BWTE, RWBL, SACR, BARS, TRSW, GRCA, CAGO",MODO,none,,,
1025,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,4,EVS4,Spray,2.5,NW,49.4,0,35,1,NA,645,"HOME, MODO, MALL, SACR, COYE, CAGO, BWTE, EAPH, RWBL, GRCA",NONE,HOME W 8 babies - so cute!,,,
1026,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,5,EVC5,Control,,,,,,,,,,,,,,
1027,2017,5/31/2017,2,AM,NH,0,Eckvoll,5,Eckvoll,6,EVC6,Control,,,,,,,,,,,,,,
1028,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,1,THS1,Spray,6,NW,42.9,2 (5),58,2,WIND,527,"SORA, MALL, NSHO, GRYE, FRGU, MAWR, COYE, RWBL, CAGO, BWTE",SACR,"SORA pw before time, waiting for rain to stop. So many FRGU! Floying over. Wind up to 10-11 mph, light sprinkle occassional",,,
1029,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,2,THC2,Control,5.2,NW,42.8,2,40,2,WIND,550,"COYE, RWBL, CAGO, MAWR, FRGU","AWPE, MALL, TRSW flyover",wind gusty to 6.2. TLS2 really grown in since last year.,,,
1030,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,3,THC3,Control,7.2,NW,42.8,2,48,2,WIND,611,"COYE, FRGU","VEER, AMRO, MALL, BWTE, MODO, TRSW",NONE,,,
1031,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,4,THS4,Spray,6.8,NW,43.2,2 (5),35,1,WIND,629,"NSHO, RWBL, REDH, GRYE, CAGO, AMRO, COYE, FRGU, MALL, YELLOWLEGS, AWPE","VEER, SACR",started raining min 10,,,
1032,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,5,THC6,Control,6.5,NW,44.1,2,37,1,WIND,700,"GRCA, CAGO, FOTE, RWBL, MAWR, SEWR, BWTE, MALL, AMCR, COYE","VEER, AMGO, barn swallow",NONE,,,
1033,2017,5/30/2017,2,AM,NH,0,Thief Lake,527,Thief Lake,6,THS8,Spray,7,NW,43.4,2,38,1,WIND,739,"BWTE, KILL, GADW, COYE, MAWR, FOTE, AWPE, CAGO, MALL, RNDU, RWBL",NOFL,waiting for rain to stop. KILL pair acting nesty. Wind in face at this survey point.,,,
1034,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,1,RES1,Spray,1.3,E,NA,2,36,1,birdy,606,"MALL, KILL, RWBL, FOTE, SPSA, CAGO, MAWR, COYE, BARS","TRSW, SACR","newly graded raod to RRS1, could not drive on after the rain. Did survey from 1st parking area marked on GPS as RRE1.17, 277m away from original point. Raining this morning, delayed survey til after stop raining. RRS1 and RRS2 cattail dead and mashed down, see photos; some patches of green persist especially on water's edge",,,
1035,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,2,RES2,Spray,0.6,E,NA,2,34,1,CAGO in distance,627,"RWBL, FOTE, TRSW, KILL, MAWR, BARS",SACR,"lost the wind meter at Pembina; wind estimated and temp from car. RRS1 and RRS2 cattail dead and mashed down, see photos; some patches of green persist especially on water's edge",,,
1036,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,3,RES3,Spray,0.3,E,NA,2,37,0,bird but still,701,"FOTE, MAWR, COLO, COYE, KILL, MALL, BARS, CAGO",SACR,CATTAIL here brown and dead but still standing more than at points 1 and 2,,,
1037,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,4,RES4,Spray,1.1,S,NA,2,35,1,birdy,727,"CAGO, RWBL, TRES, BARS, SOSP, COYE, RNDU, MAWR, MALL, MODO",SACR,NONE,,,
1038,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,5,REC5,Control,1.5,S,65,2,35,1,distant,747,"TRSW, MAWR, BWTE, RWBL, CAGO, KILL, COYE",AWPE to NW,facing to SE,,,
1039,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,6,REC6,Control,2.4,S,NA,1,39,1,wind,805,"RWBL, KILL, RNDU, COYE, MAWR","SACR, TRSW, CAGO, KILL",NONE,,,
1040,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,7,REC7,Control,1.8,S,NA,1,37,1,light wind,826,"EAPH, SOSP, RWBL, KILL, AMGO",NONE,facing East. Past survey time,,,
1041,2017,6/3/2017,2,AM,NH,0,Roseau River East,523,Roseau River East,8,REC8,Control,NA,0,NA,1,39,1,light wind,846,"CAGO, EAPH, RWBL, COYE, MAWR, BARS",NONE,CAGO and 1000 babies! After survey time.,,,
1042,2017,6/2/2017,2,PM,NH,0,Roseau River West,2120,Roseau River West,1,RWC9,Control,2.5,E,82,2,43,1,WIND,1953,"MAWR, SEWR, COYE, BARS, COGR, RWBL, YEWA, CAGO, TRES","MODO, WODU",overcast and wind picking up rain tonight,,,
1043,2017,6/2/2017,2,PM,NH,0,Roseau River West,2120,Roseau River West,2,RWC10,Control,2.2,E,81,2,41,1,SLIGHT WIND,2024,"NOFL, MAWR, RNDU, WODU, TRSW, TRES, COYE, RWBL, BARS","EAKI, MODO",very difficult to tell how many and where AMBI- at least 3,,,
1044,2017,6/2/2017,2,PM,NH,0,Roseau River West,2120,Roseau River West,3,RWS11,Spray,2.3,E,NA,2,34,0,"pretty quiet, little birdy",2051,"WEME, RNDU, TRES, RWBL, COYE","MODO, HOME","MUSKRAT at point, wildlife sanctuary area. Overcast and hazy",,,
1045,2017,6/2/2017,2,PM,NH,0,Roseau River West,2120,Roseau River West,4,RWS12,Spray,0.2,E,NA,2,39,1 0,"frogs, but quiet and still",2122,"RNDU, YEWA, RWBL, TRES, COYE, MAWR, TRSW, CAGO",NONE,"yeah! I knew it, reponded to quiet call LEBI. In area AMWO, Great horned owl, whipporwill",,,
1046,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,1,TLS1,Spray,3,SE,60,0,36,1,wind,522,"RWBL, MAWR, YEWA, MALL, TRES, TRSW",none,upland to road burned this spring,,,
1047,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,2,TLS2,Spray,3.9,SE,59.9,0,42,1,"slight breeze, occasional car, CAGO overhead",543,"RWBL, FRGU, MAWR, COYE","TRSW, AMRO, CAGO, SACR",constant slight breeze more diff for detection than calm/gust intermitten. Upland to road burned this spring,,,
1048,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,3,TLC3,Control,2.2,E,62,0,38,2,"occ car, otherwise quiet",614,"COYE, MAWR, RWBL, TRSW, COLO, YEWA, LEFL?, CAGO, SACR, WAVI","VEER, GRCA",this is the weird point off the side of road; easier to survey when not knee-deep water. Warbling vireo!,,,
1049,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,4,TLS4,Spray,2.5,E,62.2,0,42,2,occ car,639,"BAEA, TRSW, RWBL, YEWA, MALL, COYE, COGR","CAGO, VEER, MODO, COLO","BAEA w young in nest, pissed at me and whining the whole survey",,,
1050,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,5,TLC5,Control,2.7,0,66.7,0,50,2,trucks on road and wind,706,"RWBL, MAWR, YEWA, COYE, CAGO, BARS",SACR,"by DNR shed, facing south",,,
1051,2017,6/2/2017,2,AM,NH,0,Twin Lakes,527,Twin Lakes,6,TLC7,Control,2.6,SE,73.5,1,45,1,breeze in trees,753,"MAWR, YEWA, COYE",NONE,NONE,,,
1500,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,1,THS1,Spray,1.6,NE,61.4,0,45,2,"CAGO, mosquito",509,"SACR 2, CAGO, SEWR, TRSW, BWTE, RWBL, FRGU",none,Mosq bad! Faced speaker toward lake,,,
1501,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,2,THC2,Control,4.2,NE,61.7,0,38,1,light breeze,543,"FRGU, RWBL, FOTE, frogs quiet","CAGO, SACR","speaker toward moist soil unit; unit looks dry and lots dead veg, not cattails though",,,
1502,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,3,THC3,Control,4.5,NE,62,0,38,1,light breeze,601,"SEWR, MAWR, EAPH, FRGU, FOTE, BWTE","SACR, CAGO, VEER",faced speaker away from lake,,,
1503,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,4,THS4,Spray,3.3,0,63.4,0,36,1,"light breeze, frogs",620,"MALL, RWBL, MAWR, BWTE","FRGU, FOTE",water seems low at all these sites,,,
1504,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,5,THC6,Control,3.8,NE,64.4,0,36,1,"light breeze, rustle grass",646,"CAGO, BARN SWALLOW, BAOR, YEWA, RWBL, MAWR, COYE, BWTE","FRGU, YHBL, MODO","water low, see pics",,,
1505,2018,5/28/2018,2,AM,NH,0,Thief Lake,531,Thief Lake,6,THS8,Spray,2.8,NE,67.6,0,39,0,frogs,722,"FRGU, EAKI, YEWA, MALL, FOTE, CAGO, RWBL, CANV, TRSW",NONE,phrag along N ditch btn 6 and 8 by entry road,,,
1506,2018,5/31/2018,2,PM,NH,0,Roseau River West,2118,Roseau River West,1,RWC9,Control,8.9,E,66,2,44,2,breeze,1957,"RWBL, MAWR, COYE, CANV",,"Randy said drier this year, not seeing as many birds using area as last 2 years. Migrants passing? Cycle, not abnormal. Called on Wednesday (yesterday)",,,
1507,2018,5/31/2018,2,PM,NH,0,Roseau River West,2118,Roseau River West,2,RWC10,Control,6.1,E,65.2,2,40,1,breeze,2052,"RWBL, COYE, MAWR, MALL, WODU, BWTE, COLO, TRES, GRCA, EAKI, AMRO, 3 BLTE flew over before start",NONE,no broadcast species at target wetland; other side of road burned maybe 2 weeks ago,,,
1508,2018,5/31/2018,2,PM,NH,0,Roseau River West,2118,Roseau River West,3,RWS11,Spray,10.3,E,63.7,2,NA,2,wind,2115,"KILL, BWTE, RWBL",,"wind picking up, harder to hear gusting up to 12.5 mph",,,
1509,2018,5/31/2018,2,PM,NH,0,Roseau River West,2118,Roseau River West,4,RWS12,Spray,8.3,E,61.7,2,41,NA,NA,2138,"MAWR, COYE, Trumpeter swan, 3 WISN",,I think I hear sora calling farther. Wind up to 10.6mph. Family of 3 otters on levee as I drove out - so cute!,,,
1510,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,1,RES1,Spray,8.8,E,53,2,52,1,breeze,459,"MAWR, COYE, CAGO, SACR, RNDU, BWTE, KILL, RWBL",,"windy :( typha kill good, mashed down\",,,
1511,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,2,RES2,Spray,11.7,0,52.2,2,48,2,WIND,527,"RWBL, CAGO, BAEA, COYE, WODU, ",,BAEA over field hehaind me acrooss road; Cold! Brrrrr,,,
1512,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,3,RES3,Spray,9.3,E,51.7,2,52,2,wind,550,"mawr, rwbl, veer",,,,,
1513,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,4,RES4,Spray,9.3,E,51.2,2,49,1,wind,607,"WODU, BWTE, TUTI, MALL, RWBL, CAGO",,SKUNK!,,,
1514,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,5,REC5,Control,8.3,E,52.3,2,54,2,WIND,632,"CAGO, RWBL, 2 nesty SACR",,"wolf tracks on levee, small pockets of regenerating typha; looks good, bright green, short in pics",,,
1515,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,6,REC6,Control,10.8,E,513.5,2,42,1,WIND,655,"CAGO, RWBL, MAWR, ETTI, EAPH, SACR, MAGO flyover",,"Phrag along edge, doesn't seem bad. Typha obvious difference from spray sites",,,
1516,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,7,REC7,Control,8.5,E,52.5,2,48,2,WIND,717,"CAGO, MAWR, COYE, RWBL","GREG, DCCO, NSHO between pts 6 and 7","windy but not sustained over 8 mph, gusts up to 12.5 btn points 7-9",,,
1517,2018,6/1/2018,2,AM,NH,0,Roseau River East,5025,Roseau River East,8,REC8,Control,8.1,E,52.1,2,47,2,WIND,738,"CAGO, MAWR, RWBL, MALL",,"willows have birds, but typha doesn't (except CAGO)",,,
1518,2018,6/4/2018,2,PM,NH,MG,East Park,2120,East Park,1,EPC1,Control,1.2,NW,70.3,1,40,0,NA,2005,"RWBL, MAWR, LEBI",CAGO,skunk! Cruising along levee stop of wetland. Site burned early in spring? Along south edge,,,
1519,2018,6/4/2018,2,PM,NH,MG,East Park,2120,East Park,2,EPC2,Control,0,0,68.4,1,40,0,mosquitos coming out,2056,"TRSW, MAWR, COLO, SACR, COYE, CAGO, MODO, RWBL, MALL, MWTE, YEWA",GRCA,,,,
1520,2018,6/4/2018,2,PM,NH,MG,East Park,2120,East Park,3,EPC3,Control,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,gate broken and we had to drive all the way around the site from the east. Skipped point 3,,,
1521,2018,6/4/2018,2,PM,NH,MG,East Park,2120,East Park,4,EPS4,Spray,1.6,N,64,1,41,0,mosquitoes,2120,"CAGO, COLO PAIR, KILL, MODO, CONI",na,"gate broken, timing of surveys weird, maybe too late past dark?",,,
1522,2018,6/4/2018,2,PM,NH,MG,East Park,2120,East Park,5,EPS5,Spray,3.2,0,59.1,1,49,0,mosquitoes,2216,"RWBL, CAGO, KILL, BWTE",TRSW,beaver,,,
1523,2018,6/2/2018,2,PM,NH,0,Elm Lake,2116,Elm Lake,1,ELC1,Control,5.8,SW,58.2,2,47,1,breeze,1844,"MALL, RWBL, TRES, BANK SWALLOW, CAGO","BAOR, YEWA, COYE, TUTI",survey from road by Farmes Pool,,,
1524,2018,6/2/2018,2,PM,NH,0,Elm Lake,2116,Elm Lake,2,ELC2,Control,8.5,sw,57.9,2,55,1,WIND,1900,"RWBL, MALL, BWTE, NSHO, YEWA, TRSW ON NEST, CAGO, SACR","REDH, BUFF. 2 RNGR BETWEEN PTS 1 AND 2. 3 FOTE BTN PTS 2 AND 3",survey from road by Farmes Pool,,,
1525,2018,6/2/2018,2,PM,NH,0,Elm Lake,2116,Elm Lake,3,ELS3,Spray,5.1,SW,57.1,2,45,1,breeze; sky increase from 2 to 5 during survey,1934,"RWBL, MAWR, TRES, BWTE, MALL, COGR",NONE,SPRAY POINT- SEE PICS OF DEAD TYPHA; sky increase from 2 to 5 during survey; survey from grass levee,,,
